id,artist_id,release_id,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,hotttnesss,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,year
SOOZDSM12A8C13D39D,ARMPRI31187FB4F7D9,307070,0,5,0.367,1.19575,0.345,0.79758,575.58159,0,-1,1,0.827,-17.058,1,0.61,536.149,0.345,0.79758,149.423,3,0.338,0,1977
SOCMYLF12A67020A4D,ARTDQRC1187FB4EFD4,13919,0,1,0.05,0.64087,0,0.05489,196.362,0,-1,7,0.521,-5.065,0,0.442,191.925,0.254,0.05489,204.304,4,0.505,0,2000
SOPQJZR12AB01882BD,ARORFIN1187FB3BE5C,815186,0,0,0.045,0.59958,1,0.13857,223.52934,0.107,-1,0,0.007,-4.518,1,0.296,220.967,1,0.13857,129.986,4,0.741,0,2006
SOVPTBI12AB01879CF,ARF3GX71187FB3EB66,556971,0,2,1,0.96047,1,0.96047,181.86404,0.328,-1,11,0.405,-7.914,1,0.427,163.358,0.988,0.21273,40.384,1,0,0,1999
SOOAEZC12AAF3B28BD,AR3KXHI1187FB3A8BF,482113,0,0,0.021,1.15036,0.999,0.30196,169.09016,0,-1,7,0.379,-3.215,1,0.576,167.079,0.614,0.30196,141.961,4,0,0,2008
SOKPWEP12A8C137A4B,ARXRVY51187B99E98E,98397,0,0,0.113,0.91367,1,0.29974,276.21832,0.253,0.229144104,5,0.468,-7.101,1,0.391,262.037,1,0.29974,97.431,4,0,0,0
SODSFSH12A8C13EDFE,ARTPCQ41187B9AB42C,223469,0,1,0.035,0.67892,0.936,0.11429,142.65424,0.34,0,0,0.517,-5.235,1,0.473,139.471,0.601,0.11429,106.002,4,0.396,0,1986
SOZXKFE12A6D4F71FC,AR6742W1187B989AA9,29319,0,0,0.053,1.82787,0.789,0.46005,261.32853,0.38,0.425304242,0,0.626,-13.435,1,0.564,256.139,0.555,0.11407,88.947,4,0.566,0,0
SOGMTCP12A58A81E46,ARTBFV61187FB3C250,653183,0,1,0.082,0.61862,0.934,0.04053,138.86649,0,-1,9,0.481,-16.059,1,0.509,138.866,0.951,0.04053,104.284,4,0,0,2005
SOIFMVY12A8AE467B1,ARUJ5A41187FB3F5F1,278645,0,3,0.127,1.15163,0.315,0.47001,142.23628,0,-1,9,0.756,-14.05,0,0.659,133.596,0.376,0.1306,94.838,4,0.536,0,1981
SOVVGSH12A8C14085F,AR0GGKI1187FB391D5,219488,0,0,0.082,0.67623,0,0.30642,243.17342,3.901,0.657733046,8,0.042,-11.996,1,0.242,230.876,0.107,0.11871,160.089,4,0.484,0,2007
SOAWLLC12AB01893BC,AR0GB821187B99FE96,517497,0,0,0.729,0.81049,0.564,0.29262,203.93751,0,0.405115722,2,0.751,-19.454,1,0.881,197.985,0.329,0.03431,98.442,4,0.672,0,0
SOPNUVB12A8C13627D,ARQXGWX11F50C49BC7,196895,0,0,0.91,3.6149,0.558,2.71072,920.76363,5.416,-1,6,0.608,-16.676,0,0.683,854.361,0.045,2.71072,134.028,3,0.345,0,0
SOGVDLQ12A58A7E3C5,ARWC3XN1187B9A8D82,258315,0,0,0.134,0.30399,0.546,0.30399,346.51383,0.235,0.265861049,7,0.18,-5.802,1,0.298,328.771,0.592,0.30399,88.344,5,0.307,0,2007
SOWJQRH12AB0186761,AR9UPVA1187FB51260,453635,0,0,0.013,1.11226,0.745,0.68993,237.16526,0,-1,7,0.444,-6.177,1,0.429,222.047,0.903,0.48105,142.978,4,0.243,0,0
SOPKWZP12A6D4F7DAF,ARFKYG51187FB4CE41,143812,0,0,0.168,1.43774,0.88,0.47958,200.9073,0,0.604128453,4,0.152,-13.613,1,0.214,200.907,0.631,0.47958,127.463,4,0.64,0,1979
SODVVZT12CF58273DB,ARNLE621187B98ECB5,675941,0,0,0.025,1.83794,0.728,0.5689,199.83628,0,-1,6,0.191,-11.949,1,0.365,187.751,0.187,0.5689,96.002,4,0.731,0,2009
SOAEHZK12AB0182ADF,AR05IU31187B9B9A1A,409785,0,0,0,1.24337,1,0.26316,216.58077,0.154,-1,2,0.449,-7.91,1,0.575,208.138,0.828,0.26316,121.687,4,0.654,0,2009
SOQFKZW12AB0181847,ARRZQZE1241B9CBFBB,545565,0,0,0.091,0.92336,0.625,0.46781,468.00934,0,-1,9,0.393,-8.214,0,0.347,443.466,0.738,0.23775,130.004,4,0,0,0
SOBMGUW12A8AE4726A,ARSPQ0H1187B999944,234871,0,1,0.024,0.70798,0.719,0.31264,168.30649,0.444,0.327736683,11,0.576,-7.207,1,0.602,151.069,0.367,0.11646,149.527,4,0.177,0,0
SODEAZT12A8C135EA2,ARVJ6541187B9A4C3E,263217,0,0,0.649,0.04791,0.649,0.04791,264.6722,0,0.653783204,10,0.273,-3.779,0,0.301,264.672,0.379,0.04791,147.91,1,0,0,2007
SOJWBVN12AB01868AA,AR7Y8LR1187B991B6F,500539,0,0,0.036,0.36245,0.699,0.36245,174.81098,0.096,-1,0,0.455,-6.505,1,0.596,167.77,1,0.13344,86.686,4,0.596,0,0
SOYTUNS12A8C134C16,ARKSZW81187B9B695D,289807,0,1,0.117,1.12755,0,0.52913,301.19138,2.606,0.679077296,5,0.573,-7.488,0,0.6,288.729,0.626,0.22404,95.929,4,1,0,1997
SOJMRUS12A8C13693A,ARBM57Q1187B9AF97C,291752,0,2,0.508,0.52255,0.508,0.52255,203.54567,0.421,0.365143804,11,0.149,-16.487,0,0.328,193.329,0.752,0.20521,95.543,1,0.679,0,2003
SOOTLIP12A6D4F95BC,ARN3X4T1187B99EA39,46625,0,3,0.429,0.78937,0.74,0.10408,226.37669,9.886,-1,4,0.617,-12.175,0,0.578,222.726,0.067,0.10408,169.898,4,0,0,0
SOCHJTF12AB01829CE,ARL3X871187B996C0C,641414,0,0,0.702,0.74433,0.831,0.15981,186.8273,0.381,0,1,1,-16.508,1,0.919,174.904,0.675,0.15981,96.616,4,0.294,0,0
SOGRCIP12A8C1347C0,AR9K6SJ1187B989A32,286324,0,0,0.834,0.15213,0.834,0.15213,246.96118,0.067,0.220966549,9,0.088,-15.02,0,0.101,240.344,0.561,0.15213,97.065,1,0.599,0,0
SOBPTED12A6D4F99C7,AR9W3X91187FB3994C,41136,0,2,0.153,1.8372,0.661,0.35519,174.23628,0,0.457447167,11,0.237,-9.79,0,0.351,174.236,0.406,0.20689,206.941,7,0.755,0,1990
SOWVTAJ12A8C13C6D5,ARZVTZN1187FB579D4,304405,0,1,0.007,0.26569,0,0.26569,108.19873,0.121,0.468997788,0,0.424,-13.323,1,0.459,104.455,0.935,0.26569,95.264,4,0.372,0,1963
SOLDLRC12AC907269F,ARXJSHW1187B9A2A52,600392,0,0,0.062,2.0421,0.503,0.2161,280.2673,0.508,-1,7,0.667,-8.034,1,0.476,271.099,0.467,0.06387,195.995,7,0.387,0,2001
SOWCJPI12AAF3B229C,ARODOO01187FB44F4A,321903,0,0,0.087,0.91688,0.754,0.4241,240.40444,0.306,0.212045406,7,0.646,-17.271,1,0.766,232.966,0.313,0.4241,123.784,3,1,0,0
SOOFHUH12A8C1340A5,ARQ76LG1187B9ACD84,199800,0,2,0.067,0.5451,1,0.25651,133.25016,0.241,0.579038701,10,0.577,-13.77,0,0.503,124.024,0.291,0.25651,207.238,4,0,0,1985
SOTSKKZ12A6D4F71C4,ARHCZHQ12086C11407,28425,0,0,0.755,0.42323,0.755,0.42323,168.54159,0.345,-1,3,0.138,-16.797,1,0.34,164.583,0.466,0.1577,112.911,1,0.548,0,0
SOPYMLY12AC3DF67AE,AR0S0EO1187FB490BE,775996,0,0,0.088,0.19536,0.62,0.19536,226.61179,0,-1,6,0.052,-7.765,1,0.38,226.612,0.504,0.19536,152.34,4,0.939,0,0
SOBPMLZ12AB01819E3,ARA8O8L1187B9AD61D,458578,0,0,0.103,1.207,0.728,0.12174,179.93098,0.328,-1,2,0.503,-10.333,1,0.523,176.64,0.582,0.12174,113.445,4,0.012,0,0
SOYJHEW12A8C133A40,AR0JPOG1187FB37383,240644,0,0,0.098,0.21089,1,0.21089,313.15546,0.479,0.443291312,11,0.533,-3.528,1,0.294,301.54,0.959,0.21089,98.927,4,1,0,2005
SOIDSSZ12A8C142A76,AROWNZP1187FB3C028,614814,0,0,0,1.53564,0.914,0.52089,272.14322,0.978,0.212045406,9,0.783,-9.159,0,0.325,260.777,0.581,0.2672,118.834,4,0.874,0,0
SOVNLPD12AB018F3F9,ART9G811187FB55F2D,816211,0,0,0.175,2.18035,0.544,0.46549,178.78159,0.272,-1,7,0.3,-5.362,1,0.484,165.251,0,0.20854,117.674,5,0.639,0,0
SOZDQHO12AB018512F,ARGLOWN1187B99C06D,549564,0,1,0.004,0.6768,1,0.17285,166.21669,2.252,-1,5,0.345,-8.235,1,0.431,161.686,0.749,0.17285,124.996,4,0.285,0,2006
SOKKZIB12A8C13F5DB,ARL47TY11C8A416938,269267,0,0,0.012,0.95792,0.615,0.20868,244.45342,4.18,0,9,0.393,-9.015,0,0.302,231.288,0.56,0.20868,160.017,4,0.615,0,0
SOUEDBC12AC90972E5,AROZNFA1187B99D367,691205,0,1,0.027,0.5826,0.446,0.11402,405.10649,0,-1,10,0.822,-5.988,1,0.606,405.106,1,0.11402,127.995,4,0.761,0,2006
SONNYOP12A8AE45715,ARSPUJF1187B9A14B8,234342,0,4,0.027,1.67484,1,0.47701,119.40526,0.183,0.726863701,7,0.632,-10.775,1,0.71,110.196,1,0.47701,101.306,3,0.69,0,2008
SOCVTCQ12AB01848FC,AR40GSU1187FB3AA01,22419,0,1,0.256,0.39477,0,0.02932,194.40281,2.276,0.738191738,0,0.958,-8.351,1,0.761,183.948,0.278,0.02932,164.359,4,0.136,0,1972
SOUKRZV12AB0182E90,ARTE6AQ1187B9B2826,457401,0,0,0.016,0.71279,1,0.20113,165.3024,0.131,-1,9,0.795,-2.694,1,0.582,156.793,0.766,0.20113,120.944,4,0.688,0,2003
SOFRVYQ12A8C137BAC,ARQXGWX11F50C49BC7,200189,0,0,0.114,2.57242,0.41,2.17314,498.38975,6.473,-1,4,0.927,-14.037,0,0.839,461.166,0.044,1.97249,150.867,4,0.483,0,0
SOUZOPT12A58A79B94,AR00A6H1187FB5402A,581079,0,1,0.127,0.75683,0.276,0.30809,170.4224,0,0,1,0.62,-5.681,1,0.516,160.833,0.258,0.30809,130.164,5,0.614,0,0
SOCDXPZ12AB01844FD,AROKAO61187FB38105,496675,0,1,0.237,0.26729,0.743,0.26729,136.202,0.334,-1,0,0.038,-17.977,0,0.53,120.419,0,0.07781,70.296,4,0.81,0,2004
SOGQIEK12AB0186792,AR0NQD81187FB3AD13,767896,0,0,0.003,0.48816,0.245,0.02864,305.10975,0,-1,10,0.283,-9.636,0,0.263,287.318,0.915,0.02864,130.72,4,0.273,0,0
SOHERZY12A8C13C62F,ARDGFTD11F4C83C209,261440,0,0,0.848,0.33303,0.848,0.33303,169.16853,0.177,-1,7,0.806,-7.812,1,0.786,159.852,0.374,0.17748,190.605,1,0,0,0
SOAHUNU12A6D4FEDCB,ARM9D241187FB4DB7D,272680,0,0,0.427,0.98678,0.655,0.3403,204.90404,0.235,0,7,0.24,-3.869,1,0.567,201.253,0.394,0.3403,93.908,4,0.377,0,0
SOJHGDB12A8C137470,ARFKY7F1187FB3EFAC,203312,0,0,0.175,0.14205,1,0.14205,211.53914,0.194,-1,4,0.943,-7.465,0,0.664,205.218,0.333,0.14205,157.614,4,0.099,0,1983
SOPRMCE12A6D4FBBE5,ARWX7AO1187B9B91AA,63206,0,0,0.015,1.75025,0.397,0.41524,199.94077,0.2,-1,9,0.642,-7.392,0,0.59,191.077,0.452,0.08045,92.686,4,0.783,0,1984
SOCLZZX12AB01849D3,ARD6L7O1187B995ADA,364290,0,1,0.21,1.13174,0.502,0.38292,277.21098,0.061,0.215080319,10,0.712,-12.183,1,0.675,257.805,0.172,0.13455,82.763,3,1,0,1999
SOMGYNM12A6D4F9B9B,ARYG6CU1187FB3852B,42842,0,0,0.178,0.84349,0.966,0.38127,206.75873,0.131,0.430160637,3,0.555,-6.704,0,0.501,191.501,1,0.15303,130.008,4,0.495,0,2006
SODQFQC12A8C13FD7A,ARVXU2X1187B9AE6D8,441073,0,1,0.592,1.93421,0.781,0.54222,331.36281,0,0.738970681,0,0.806,-12.527,1,0.505,318.851,0.545,0.54222,91.371,4,0.934,0,2006
SOEIOPX12A8C1430AD,ARBY23A1187B9A82E4,476476,0,0,0.32,0.29853,0.674,0.29853,436.27057,0.241,-1,9,0.552,-12.797,0,0.439,432.292,0.592,0.08709,144.076,4,0.341,0,0
SOOGAGO12AB0187473,AR7QCFK1187B98D320,715453,0,0,1,0.23974,1,0.23974,281.39057,0.172,-1,7,0.7,-14.094,1,0.615,271.058,0.284,0.23974,176.945,1,0,0,0
SOGWCZV12AC468C081,ARYN8YT1187FB38396,747117,0,0,0.463,0.15343,0.463,0.15343,198.50404,0,-1,0,0.194,-8.972,1,0.247,196.209,0.992,0.15343,121.878,1,0.158,0,0
SOJTYYE12A6D4F956E,ARN3X4T1187B99EA39,46619,0,3,0.146,0.93456,0.987,0.27917,287.4771,0.467,-1,4,0.827,-13.632,1,0.782,272.625,0,0.27917,91.999,4,0.452,0,0
SOIYNOF12AB0182141,ARD7TVE1187B99BFB1,399933,0,0,0.145,1.54338,0.41,0.87183,203.02322,0.41,0,10,0.456,-13.173,0,0.334,197.979,0.186,0.53853,92.783,4,1,0,0
SOGBEWD12A8C1427C8,AR0VR1O1187B9A0F1F,475640,0,0,0.024,0.40528,0.604,0.07085,270.44526,0,0.576315292,11,0.234,-4.935,1,0.34,263.378,0.25,0.07085,148.363,4,0.657,0,2007
SOQAWIC12A8C13A120,ARGUACZ1187FB3F35C,295597,0,0,0.832,0.52589,0.832,0.52589,148.63628,0.411,-1,9,0.631,-10.182,1,0.602,143.517,0.946,0.26291,121.162,1,0,0,0
SOCERIC12AB0184710,ARKC83D1187B9AB367,660940,0,0,0.071,1.17022,0.693,0.56694,203.28444,0,-1,10,0.616,-12.228,1,0.476,203.284,0.168,0.1141,99.309,4,0.88,0,0
SORBCPH12A67ADD062,ARHWO3N1187B98F196,17131,0,0,0.174,0.68227,0.658,0.24411,213.15873,0.171,0.53878588,7,0.654,-10.959,0,0.652,198.891,0.42,0.09757,136.492,4,0,0,0
SOUOMRB12AB017EBE9,ARH8B5X1187FB3B6C0,632807,0,1,0.049,0.4896,0,0.1928,252.08118,0,0.725318691,4,0.014,-5.131,0,0.206,248.924,0.4,0.04365,206.936,4,0,0,2004
SOSYIEX12A58A7D0F7,AR2KSTE1187FB57A36,64418,0,0,0.015,0.22253,0.855,0.22253,219.08853,0.38,0.561428518,4,0.901,-13.943,1,0.824,208.347,0.746,0.22253,131.634,4,0.567,0,0
SOBUHQT12AB0186C07,ARSC6WR1187FB40B18,727018,0,2,0.941,0.69169,0.829,0.19134,200.6722,0.096,-1,7,0.275,-13.269,1,0.39,189.521,0.829,0.19134,120.716,4,1,0,1992
SOQCJNI12A8C142188,ARZHUJU1187FB51176,314435,0,0,0.089,0.68366,0.681,0.22283,200.51546,0,-1,0,0.493,-7.076,0,0.445,193.434,0.727,0.22283,103.465,3,1,0,2008
SOYNTSK12AB0184C2F,ARZE0AG1187FB5BF61,717822,0,0,0.042,1.09007,0.616,0.43862,165.74649,3.024,0,10,0.71,-8.701,0,0.687,155.643,0.705,0.11608,93.847,4,0,0,2005
SOPBAMQ12A8C13A815,AR6YDKV1187B989230,257997,0,0,0.352,0.81521,0.845,0.44411,276.00934,0,0,5,0.844,-7.196,0,0.875,272.637,0.33,0.44411,161.345,4,0.892,0,0
SOSECUN12A8C13E654,ARRXG5Y1187B9AA016,304239,0,1,0.335,5.76583,0.94,0.15312,202.10893,0,0.253834736,10,0.532,-6.176,0,0.492,202.109,0.432,0.15312,94.918,4,0.883,0,0
SOZCWXS12AB018514C,AREW7CO1187B9A1B0D,571600,0,0,0.659,0.03574,0.659,0.03574,281.12934,0,0.445454526,6,0.332,-6.765,0,0.543,277.873,0.877,0.03574,151.746,1,0.261,0,2001
SOWOLDP12A8C132015,AREWYHV1241B9C696D,88446,0,0,0.344,1.99055,0.423,0.62243,307.98322,0,0,2,0.712,-7.929,1,0.661,297.465,0,0.16888,101.375,3,0.799,0,0
SORYPLB12A8C142025,ARW4AGO1187FB4F107,174682,0,0,0.647,0.46289,0.647,0.46289,170.9971,0.415,-1,9,0.808,-15.08,1,0.632,165.314,0.986,0.23975,140.144,1,0,0,1997
SOCLYJV12A8C13F5DC,ARM1ELZ1187FB49FC1,321191,0,0,0.721,0.52714,0.721,0.52714,247.11791,0,-1,10,0.2,-24.19,1,0.258,221.977,0,0.15752,80.002,1,0,0,2006
SOWIDQC12AB0183BAE,ART6QCS1187FB40CBD,509686,0,0,0.092,0.24081,0.808,0.24081,223.97342,0.194,-1,9,0.258,-7.364,0,0.325,210.617,1,0.24081,88.505,3,0.553,0,1989
SOYSUZL12A6D4F9005,AR37XMN1187B9AC408,26319,0,1,0.159,0.63778,0,0.63778,241.8673,2.154,0.848616761,2,0,-8.03,1,0.256,221.594,0.279,0.14742,90.703,3,0.652,0,1995
SOBRZQM12A6D4F6896,ARRT66G1187FB3DDF9,111872,0,1,0.324,1.33723,0.816,0.52797,263.65342,0.484,0.526837034,7,0.535,-11.832,1,0.61,255.936,0.275,0.52797,148.627,3,0.45,0,1971
SOIHMRM12A6D4F89CC,ARSQDUN1187B98D7D7,47389,0,1,0.332,0.73835,0.608,0.43802,196.91057,0,0.433005077,1,0.589,-7.481,1,0.473,177.296,0.592,0.28786,200.265,4,1,0,1999
SOFAICL12AB018F914,AR32JLC1187B9946AF,816512,0,0,0.081,0.03992,0,0.03992,260.44036,0,0,5,0.389,-7.545,0,0.495,253.858,0.91,0.03992,130.421,5,0.441,0,0
SOXNNAL12AB0182E8A,ARTE6AQ1187B9B2826,457401,0,0,0.173,0.80994,0.816,0.43767,123.8722,0.148,-1,0,0.86,-4.399,1,0.632,114.556,0.38,0.25154,155.524,4,0.411,0,2003
SOQERJP12A8C14130F,ARGA5RF1187FB5C7EB,610646,0,0,0.031,1.90641,0.967,0.58419,241.84118,0.508,0.523166108,9,0.777,-5.134,1,0.75,227.219,0.423,0.58419,91.231,4,1,0,2003
SORSEYK12AB01870D6,AR91GW21187FB4F642,681216,0,0,0.004,12.69996,0.234,0.8285,133.27628,0.136,0.500015498,11,0.742,-8.473,1,0.619,125.504,0.146,0.0403,37.965,4,0,0,0
SOUUOFU12AB018157C,ARAJRG51187B9B4BEF,443075,0,0,0.004,0.49672,0.199,0.0629,149.9424,0.258,-1,0,0.263,-6.244,1,0.447,149.942,0.199,0.0629,161.47,4,0.638,0,0
SOLPVLB12AB01879CB,AR8Q4RZ1187FB46BDC,379741,0,0,0.751,0.74223,0.751,0.74223,174.96771,0.246,-1,1,0.376,-15.852,1,0.368,170.864,0.401,0.3827,87.056,1,0.718,0,1983
SOPOJSW12AC468C5D5,AR93K7R1187B9AC92A,732480,0,1,0.442,1.11177,0.286,0.40025,276.21832,0,-1,4,0.342,-5.812,1,0.298,262.745,0.848,0.04538,84.157,4,0.063,0,2006
SOJNKHE12AC3DFB0BA,ARWXHRS1241B9C7A1E,683558,0,0,1,0.67299,1,0.67299,126.74567,0.618,-1,9,0.824,-21.056,1,0.826,119.856,1,0.67299,98.401,1,0.24,0,0
SOZLPVU12A6D4FD279,ARPKATM1187B9B76E6,128084,0,0,0.081,0.93842,0.207,0.34848,111.22893,0,0.600969778,1,0.583,-5.665,1,0.59,101.889,0.528,0.20118,202.65,4,0,0,1997
SOOPDSG12AB018B57E,ARSKDV01187B98A619,663237,0,0,0.09,0.62828,1,0.15965,312.45016,0.235,-1,1,0.238,-5.671,1,0.546,301.929,0.281,0.15965,119.955,4,0.826,0,2001
SOODVWJ12A8C1379B4,ARF3PG41187FB4B0B4,249009,0,0,0.168,1.58593,0.784,1.58593,254.24934,2.188,-1,5,0.503,-10.111,0,0.514,239.566,0.009,1.27577,101.111,5,0.886,0,0
SONFECQ12AB017EFF7,AROCBZZ11E2835D652,340376,0,0,0.628,0.57889,0.806,0.0866,172.72118,0.322,-1,2,0.325,-8.643,1,0.56,163.463,0.661,0.0866,123.381,4,0.809,0,1967
SOZTUNW12AB01887F8,AR3N54Z119B86681C9,644813,0,0,0.039,0.97953,1,0.14048,361.79546,0.113,-1,8,0.581,-3.633,1,0.449,355.666,1,0.14048,142.972,4,0.149,0,0
SOKHMUX12A8C13A78A,ARU9Q5Q1187FB3D6EB,107008,0,0,0.589,0.87641,0.745,0.44991,399.51628,0.264,0,2,0.484,-12.321,0,0.461,387.199,0,0.23667,151.391,4,0.375,0,0
SOLIGLL12AB018C551,ARZ1PTN1187B9967D9,572262,0,1,0.873,0.86818,0.619,0.32792,155.53261,0,-1,0,0.113,-15.971,1,0.474,149.072,0.484,0.32792,107.718,4,0.008,0,1992
SOCJCPS12AB017D8AE,ARXKRVF11E2835D266,535814,0,0,0.01,1.61013,0,0.54696,334.54975,1.421,-1,0,0.881,-8.536,1,0.631,325.045,0.569,0.28084,112.962,4,0,0,0
SOPBKDI12A8C137D8F,ARV7J871187FB4F8B6,151162,0,0,0.992,1.46959,0.992,1.46959,212.4273,0.554,-1,2,0.395,-20.274,0,0.605,204.045,0.205,0.65603,37.42,1,0,0,0
SOBUPHJ12A58A7C7F8,ARBB58Y1187B9B621B,64628,0,0,0.461,1.25263,0.599,0.45144,290.06322,0.377,0.274458635,2,0.711,-14.492,1,0.303,281.304,0.599,0.45144,152.606,3,0.717,0,0
SOLLXZJ12A6D4F96B0,ARL6FF81187FB5A916,30216,0,1,0.017,1.07082,0.658,0.35175,210.25914,0.125,0.727889463,7,0.692,-5.72,0,0.58,208.242,1,0.16747,167.011,4,0,0,2005
SOGMQBQ12AB017A9D1,ARFWZZD1187FB561F9,619638,0,0,0.075,0.46675,0.439,0.46675,398.10567,0.392,-1,1,0.266,-14.28,1,0.316,373.487,0.67,0.21462,120.083,4,0.228,0,0
SOHWCBC12A6D4F7596,ARXJSHW1187B9A2A52,600392,0,0,0.948,0.27998,0.948,0.27998,201.482,0.717,0.268306227,5,0.241,-5.132,1,0.261,201.482,0.903,0.03254,122.985,1,0,0,0
SOHCSLO12A8C14171E,ARJSGPI1241B9C8855,174801,0,0,0.769,0.1327,0.769,0.1327,188.3424,0.52,0,11,0.387,-14.043,1,0.328,180.674,0.135,0.1327,108.049,1,0,0,0
SOAFQZW12A58A77CA5,ARYFXQ21187FB4DAEF,459869,0,1,0.364,0.04972,0.636,0.04972,427.07546,0.136,0,1,0.2,-9.428,1,0.328,415.759,0.205,0.04972,213.718,5,0.129,0,2001
SOKRMXG12A8C13AB54,ARUI8651187B9ACF52,105865,0,2,0.005,1.14774,0.849,0.26562,307.22567,0.45,0.376279502,7,0.827,-14.399,1,0.404,291.033,0.569,0.04336,134.258,4,0.938,0,1985
SOVPJZV12A6D4F9D73,ARIZLHQ1187B9A18C4,36663,0,0,0.606,0.89407,0.606,0.89407,120.89424,0,0,4,0.689,-28.547,1,0.461,114.521,0.576,0.89407,127.949,1,0,0,0
SOFGDDZ12AB0186E67,ARHNCQ31187B9915DC,517142,0,1,0.858,0.59118,0.858,0.59118,182.72608,0.258,-1,4,0,-13.008,0,0.221,177.772,0.878,0.29753,101.308,1,0,0,0
SOECDUV12AAF3B38B4,AR358YS1187FB44A29,480973,0,0,0.037,1.54421,0.649,0.35267,239.35955,0,-1,0,0.778,-15.315,1,0.598,234.022,0.648,0.35267,100.327,3,0.699,0,0
SOUKJOM12AF72A5F91,ARW2DG51187B9A170F,323348,0,0,0.516,0.5728,0.863,0.23265,263.83628,0.212,-1,8,0.34,-5.212,1,0.461,249.115,0.699,0.06299,177.362,4,0.565,0,2007
SORGFFI12AB018970E,ARRESZG1187B9A3FBF,654064,0,0,0.006,1.95391,0.875,0.556,120.08444,0.16,-1,0,0.347,-7.03,0,0.36,114.469,1,0.21276,96.177,3,1,0,0
SOJPXOL12A58A793B9,AR7AYQG1187B994B3F,174614,0,0,0.132,3.19611,0.797,0.13689,178.72934,0.096,0,7,0.469,-5.132,1,0.346,178.729,0.738,0.13689,80.891,7,1,0,2003
SONFAMH12A6D4FA1FE,ARMPQIE1187FB3D4EB,138140,0,1,0.161,1.54013,0.956,0.79086,205.29587,0.737,-1,0,0.514,-5.758,1,0.478,201.584,0.422,0.60284,159.798,4,0,0,1995
SOFKEIK12A6310D86A,ARFCUN31187B9AD578,884,0,4,0.513,1.69666,0.766,0.50954,274.18077,2.821,-1,9,0.917,-8.899,1,0.636,269.932,0.631,0.50954,104.503,4,0,0,0
SONMFZP12A8C14297C,AR3KXHI1187FB3A8BF,314962,0,0,0.002,1.66412,0.535,0.52776,159.29424,0.212,0.405115722,11,0.518,-6.014,0,0.605,154.825,0.788,0.10183,105.019,4,1,0,2006
SODAABR12A58A7A953,ARBB58Y1187B9B621B,550685,0,0,0.116,0.6869,0.945,0.27702,235.78077,0.2,-1,2,0.606,-9.456,1,0.529,226.511,0.675,0.07208,145.907,4,0.314,0,0
SOITJXD12A8C133C31,AR3TITY1187B99E790,540002,0,1,0.02,0.76929,0.853,0.35561,219.76771,0.537,0.215080319,2,0.82,-10.837,1,0.597,209.548,0.514,0.15846,147.436,4,0.395,0,0
SOQRBPU12AB018560B,ARA8O8L1187B9AD61D,369893,0,0,1,0.16741,1,0.16741,153.49506,0.305,-1,10,0.524,-15.572,1,0.546,147.958,0.475,0.16741,156.803,1,0,0,1980
SOGVOOU12A8AE4643A,ARU9KWP1187B98B2A7,135138,0,1,0.092,0.83381,0.882,0.37289,316.21179,0,0,11,1,-7.64,0,0.784,312.784,0.779,0.14243,129.993,4,0,0,2007
SOJVAKH12AB0184F65,AR4BDNG1187FB44870,804766,0,1,0.001,0.46745,0.914,0.46745,184.34567,0,-1,2,0.007,-8.105,1,0.169,184.346,0.872,0.2276,126.513,4,0,0,1981
SOWLGVU12AC3DFA925,ARQ3VBJ1187FB3FE55,694058,0,1,0.017,0.52106,0.063,0.52106,262.94812,0.555,0.212045406,7,0.876,-25.369,0,0.792,243.026,0.063,0.52106,162.487,4,0.589,0,2009
SOEJJAZ12A8C132CAF,ARZ4UWR1187FB41898,283875,0,0,0.074,0.77798,0.941,0.34385,318.9024,0.12,0.611702203,9,0.352,-14.612,1,0.473,300.652,0.176,0.13011,134.819,4,0.2,0,0
SOIWAUK12AB01857D2,ARSKATF1187B98A622,551529,0,0,0.694,0.31433,0.694,0.31433,186.51383,0,-1,3,0.522,-10.32,1,0.485,178.387,0.287,0.31433,116.086,1,0,0,0
SOAPNML12A8C13B696,ARWD3OC1187FB3A666,265372,0,1,0.176,0.53985,0.538,0.06933,289.04444,0,0.522733261,11,0.637,-2.846,0,0.655,280.874,1,0.06933,128.006,4,1,0,2008
SOUUNYT12AB0184F40,ARHPPJK1187B9AC897,552550,0,1,0.01,0.56249,0.985,0.06875,221.41342,0.51,0.585452852,5,0.915,-7.603,1,0.737,210.75,0.992,0.06875,122.002,4,0.909,0,2005
SOBXZGV12A6702074F,ARHOCKY11E2835D7CB,6945,0,0,0.117,17.21319,0,5.72079,113.55383,5.532,0.334706549,7,0.466,-19.195,1,0.697,102.336,0,5.72079,67.76,3,0.947,0,0
SOESPAS12AB017DBAE,ARO0R521187B98A2D1,500856,0,0,0.495,1.0544,0.451,1.0544,52.32281,0,-1,7,0.108,-14.089,1,0.44,52.323,0.272,0.62369,103.54,4,0.503,0,1994
SOFJJXH12A6D4F8104,AREUUVW1187B99A697,47036,0,1,0.002,0.81934,0.786,0.3856,191.55546,0,0.705023456,5,0.477,-7.196,1,0.589,185.905,0.385,0.3856,140.172,4,1,0,1978
